TestNumber,Account,OPS_Req,OPS_Mean,OPS_Sd,Order,New,Calculated1,Filled,Calculated2,Total
1,100320,5,5.00,0.00,8627529,2,3,0,1,8
1,100320,5,5.00,0.00,8627530,3,16,0,1,22
1,100320,5,5.00,0.00,8627531,2,5,0,1,10
1,100320,5,5.00,0.00,8627532,3,3,0,3,15
1,100320,5,5.00,0.00,8627533,2,6,1,0,9
1,100320,5,5.00,0.00,8627534,3,7,0,0,10
1,100320,5,5.00,0.00,8627535,3,13,0,0,16
1,100320,5,5.00,0.00,8627536,17,3,0,1,23
1,100320,5,5.00,0.00,8627537,4,1,0,0,5
1,100320,5,5.00,0.00,8627538,4,1,0,1,8
1,100320,5,5.00,0.00,8627539,2,5,0,1,10
1,100320,5,5.00,0.00,8627540,10,17,0,8,51
1,100320,5,5.00,0.00,8627541,9,46,0,2,61
1,100320,5,5.00,0.00,8627542,5,10,0,1,18
1,100320,5,5.00,0.00,8627543,6,3,0,0,9
1,100320,5,5.00,0.00,8627544,2,4,2,0,8
1,100320,5,5.00,0.00,8627545,3,4,0,2,13
1,100320,5,5.00,0.00,8627546,3,4,0,1,10
1,100320,5,5.00,0.00,8627547,40,15,0,1,58
1,100320,5,5.00,0.00,8627548,5,93,0,0,98
1,100320,5,5.00,0.00,8627549,20,21,0,1,44
1,100320,5,5.00,0.00,8627550,9,5,0,2,20
1,100320,5,5.00,0.00,8627551,4,4,0,1,11
1,100320,5,5.00,0.00,8627552,41,9,0,0,50
1,100320,5,5.00,0.00,8627553,4,9,2,0,15
1,100320,5,5.00,0.00,8627554,7,15,0,0,22
1,100320,5,5.00,0.00,8627555,32,27,0,0,59
1,100320,5,5.00,0.00,8627556,72,18,0,0,90
1,100320,5,5.00,0.00,8627557,12,9,0,15,66
1,100320,5,5.00,0.00,8627558,3,9,0,3,21
1,100320,5,5.00,0.00,8627559,4,16,0,1,23
1,100320,5,5.00,0.00,8627560,3,8,0,11,44
1,100320,5,5.00,0.00,8627561,46,2,0,8,72
1,100320,5,5.00,0.00,8627562,8,2,0,0,10
1,100320,5,5.00,0.00,8627563,6,4,0,6,28
1,100320,5,5.00,0.00,8627564,8,10,0,2,24
1,100320,5,5.00,0.00,8627565,3,4,0,1,10
1,100320,5,5.00,0.00,8627566,3,7,0,0,10
1,100320,5,5.00,0.00,8627567,77,3,0,0,80
1,100320,5,5.00,0.00,8627568,2,6,0,0,8
1,100320,5,5.00,0.00,8627569,3,3,0,1,9
1,100320,5,5.00,0.00,8627570,2,35,1,0,38
1,100320,5,5.00,0.00,8627571,3,4,0,9,34
1,100320,5,5.00,0.00,8627572,9,0,5,0,14
1,100320,5,5.00,0.00,8627573,8,9,0,0,17
1,100320,5,5.00,0.00,8627574,8,15,1,0,24
1,100320,5,5.00,0.00,8627575,6,4,0,0,10
1,100320,5,5.00,0.00,8627576,6,22,0,0,28
1,100320,5,5.00,0.00,8627577,7,64,0,0,71
1,100320,5,5.00,0.00,8627578,4,5,0,2,15
1,100320,5,5.00,0.00,8627579,4,10,6,0,20
1,100320,5,5.00,0.00,8627580,7,4,0,3,20
1,100320,5,5.00,0.00,8627581,9,7,0,1,19
1,100320,5,5.00,0.00,8627582,4,6,0,2,16
1,100320,5,5.00,0.00,8627583,6,10,0,2,22
1,100320,5,5.00,0.00,8627584,5,14,4,5,38
1,100320,5,5.00,0.00,8627585,11,6,0,0,17
1,100320,5,5.00,0.00,8627586,5,8,1,12,50
1,100320,5,5.00,0.00,8627587,61,4,1,3,75
1,100320,5,5.00,0.00,8627588,5,17,31,0,53
1,100320,5,5.00,0.00,8627589,29,14,0,19,100
1,100320,5,5.00,0.00,8627590,107,0,0,3,116
1,100320,5,5.00,0.00,8627591,39,3,0,19,99
1,100320,5,5.00,0.00,8627592,49,0,0,0,49
1,100320,5,5.00,0.00,8627593,3,29,1,0,33
1,100320,5,5.00,0.00,8627594,4,6,0,4,22
1,100320,5,5.00,0.00,8627595,5,7,0,1,15
1,100320,5,5.00,0.00,8627596,5,4,0,3,18
1,100320,5,5.00,0.00,8627597,4,3,0,0,7
1,100320,5,5.00,0.00,8627598,4,14,0,2,24
